p(mbar)	loading(mmol/g)
0	0
253.528798	5.16514
506.106598	5.56885
755.966998	5.78796
1005.827398	5.93962
1505.412898	6.14352
2005.948898	6.28465
2504.989898	6.39075
3005.933898	6.47513
4003.880898	6.6017
5004.952898	6.69513
6002.763898	6.76872
7987.924898	6.87186
9997.269898	6.94596
12002.133898	6.99887
13992.993898	7.03797
15998.813898	7.06628
17958.433898	7.08772
19496.043898	7.0998

