p(mbar)	loading(mmol/g)
0	0
256.246233	0.12887
506.106633	0.23938
756.238733	0.34483
1006.235033	0.44383
1505.820033	0.62788
2006.084033	0.79352
2505.941033	0.94368
3005.662033	1.08115
4005.239033	1.32229
5005.224033	1.5297
6005.345033	1.70913
8003.821033	2.00625
10003.112033	2.24506
12004.578033	2.44175
14003.328033	2.60746
15983.998033	2.74862
18001.498033	2.87482
19499.848033	2.95856

