p(mbar)	loading(mmol/g)
0	0
48.232979	0.00839
98.503969	0.01046
147.280449	0.01245
247.958249	0.01638
497.682849	0.02527
747.679049	0.0337
997.675349	0.04145
1497.396249	0.05653
1997.524249	0.07196
2497.381249	0.08712
2997.102249	0.10491
3996.815249	0.14094
4996.800249	0.17337
5996.514249	0.20197
7995.533249	0.26592
9994.009249	0.31984
11994.254249	0.37819
13992.044249	0.43818
15991.744249	0.48912
17992.664249	0.54419
19488.164249	0.58113

