p(mbar)	loading(mmol/g)
0	0
252.713675	0.55306
502.845775	0.73501
752.977875	0.86866
1002.974175	0.96842
1502.695075	1.12641
2002.416075	1.26028
2502.272075	1.37303
3002.401075	1.47401
3999.940075	1.6356
4999.382075	1.77733
5998.416075	1.9027
7998.114075	2.11121
9990.748075	2.29434
11989.093075	2.45999
13981.723075	2.61429
15979.383075	2.76124
17973.783075	2.90351
19476.473075	3.01003

