p(mbar)	loading(mmol/g)
0	0
252.577744	0.0154
502.709944	0.0203
752.842044	0.0278
1003.110044	0.0349
1502.559344	0.0483
2002.551344	0.06179
2502.136344	0.07405
3002.536344	0.08647
4001.842344	0.10976
5001.556344	0.1331
6001.269344	0.15576
8000.017344	0.1991
9998.085344	0.24084
11998.871344	0.28204
13991.771344	0.32135
15996.361344	0.35928
17998.101344	0.39726
19498.221344	0.42475

