p(mbar)	loading(mmol/g)
0	0
50.270992	0.00864
100.541982	0.01014
149.454262	0.01193
250.268062	0.01558
499.856662	0.02439
749.852962	0.03289
999.713362	0.041
1499.570262	0.05666
1999.427262	0.07247
2499.419262	0.08816
2999.140262	0.10432
3998.310262	0.14246
4998.431262	0.17095
5998.144262	0.20395
7997.028262	0.26094
9995.775262	0.31916
11991.402262	0.37278
13994.762262	0.42693
15994.192262	0.478
17991.992262	0.52501
19475.252262	0.56655

