p(mbar)	loading(mmol/g)
0	0
48.232979	0.0297
98.368119	0.05196
147.416249	0.07368
247.822449	0.11733
497.818649	0.22098
748.494249	0.31896
997.811249	0.41113
1497.532249	0.58177
1997.253249	0.73671
2497.245249	0.87753
2997.374249	1.00657
3996.815249	1.23314
4996.665249	1.43152
5995.699249	1.60287
7994.446249	1.88877
9994.280249	2.11909
11995.204249	2.31333
13994.624249	2.47549
15994.324249	2.61585
17989.954249	2.73877
19493.054249	2.82137

