p(mbar)	loading(mmol/g)
47.417773	0.03634
96.873563	0.07094
145.921773	0.10453
246.599573	0.17113
496.459973	0.32546
746.320373	0.46699
996.452573	0.59759
1496.309573	0.83056
1995.894573	1.03409
2495.614573	1.21316
2996.286573	1.37297
3995.592573	1.64539
4994.626573	1.87154
5995.562573	2.06263
7993.902573	2.3701
9991.563573	2.61094
11996.555573	2.80518
13992.045573	2.96636
15990.655573	3.10282
17993.755573	3.22142
19491.285573	3.30273

