p(mbar)	loading(mmol/g)
48.097107	3.17792
99.455037	3.8199
148.367317	4.15101
248.773517	4.54136
498.498017	5.00597
749.173717	5.25162
998.626417	5.41511
1498.211317	5.62954
1997.796317	5.77494
2498.060317	5.88364
2997.781317	5.96933
3997.223317	6.09536
4996.800317	6.1893
5997.600317	6.26242
7993.903317	6.36722
9991.155317	6.4428
11989.765317	6.49783
13988.925317	6.53765
15991.885317	6.56666
17948.105317	6.59236
19463.835317	6.6061

