p(mbar)	loading(mmol/g)
47.825368	0.00458
98.232228	0.0082
147.008708	0.01161
247.414808	0.01854
497.682808	0.0347
747.543208	0.05029
997.267808	0.06518
1497.396508	0.09431
1997.388508	0.12202
2497.381508	0.14904
2997.373508	0.17485
3996.815508	0.22455
4996.800508	0.272
5997.057508	0.31768
7995.125508	0.40367
9994.145508	0.48344
11995.882508	0.55816
13994.492508	0.62848
15973.542508	0.6944
17993.212508	0.75881
19476.202508	0.80401

