p(mbar)	loading(mmol/g)
0	0
256.517934	0.03908
506.650034	0.07218
756.646334	0.1052
1006.506734	0.13797
1506.363634	0.20282
2006.491634	0.26687
2506.348634	0.32958
3006.205634	0.39129
4005.782634	0.51052
5005.224634	0.62565
6005.616634	0.73715
8002.733634	0.94578
10003.519634	1.1401
12003.625634	1.31943
14003.455634	1.48475
15983.455634	1.63732
18001.365634	1.78071
19501.475634	1.88151

