p(mbar)	loading(mmol/g)
0	0
49.184043	0.09356
99.319173	0.15583
151.764083	0.18598
248.909383	0.27682
499.177383	0.46859
749.173583	0.62946
998.898183	0.77013
1498.619183	1.01545
1998.747183	1.22906
2498.740183	1.42101
2998.189183	1.59615
3997.630183	1.90687
4997.752183	2.18315
5997.465183	2.43076
7993.088183	2.86354
9993.873183	3.23884
11991.531183	3.56935
13968.811183	3.86435
15967.021183	4.14065
17969.571183	4.3936
19496.581183	4.58076

