p(mbar)	loading(mmol/g)
0	0
252.849513	0.0159
502.438213	0.0219
752.162713	0.028
1002.566613	0.034
1502.287613	0.0464
2002.279613	0.059
2502.680613	0.071
3002.264613	0.0829
4001.298613	0.10612
5001.012613	0.12952
6000.046613	0.15328
8002.054613	0.19849
9998.084613	0.24392
11983.109613	0.28754
13990.689613	0.33108
15979.649613	0.37316
17997.559613	0.41639
19495.229613	0.44834

