p(mbar)	loading(mmol/g)
0	0
255.295129	0.1827
505.155529	0.34399
755.151829	0.49193
1005.148129	0.62907
1505.140829	0.87164
2004.997829	1.08346
2504.853829	1.26916
3004.710829	1.43418
4004.559829	1.71424
5004.137829	1.94613
6003.850829	2.14131
8002.190829	2.45235
10002.160829	2.69492
11985.822829	2.88826
14001.422829	3.05225
15997.592829	3.18958
18000.142829	3.30927
19486.262829	3.38901

