p(mbar)	loading(mmol/g)
0	0
256.517967	0.03142
505.834867	0.05727
755.966967	0.08359
1005.963267	0.10943
1505.684167	0.16011
2005.948167	0.21079
2505.941167	0.26206
3005.933167	0.31356
4005.375167	0.41013
5004.953167	0.50341
6004.937167	0.59654
8003.142167	0.76856
10002.840167	0.93268
11997.922167	1.08513
14003.192167	1.23109
16002.892167	1.36596
18001.092167	1.4929
19502.022167	1.58708

