p(mbar)	loading(mmol/g)
0	0
47.689504	2.83765
98.368104	3.40225
147.416314	3.72176
248.365914	4.12696
498.226314	4.63664
747.814914	4.91366
997.811214	5.10068
1497.396114	5.35078
1997.253114	5.52488
2497.109114	5.65022
2996.694114	5.74892
3996.272114	5.89924
4995.985114	6.01176
5995.563114	6.09736
7978.957114	6.23223
9992.242114	6.32429
11966.940114	6.40091
13964.870114	6.45967
15984.000114	6.5122
17953.400114	6.55155
19478.380114	6.58343

