p(mbar)	loading(mmol/g)
0	0
48.504711	0.04782
99.183311	0.0878
147.959711	0.12612
248.637611	0.17454
498.362111	0.25035
748.901911	0.31446
998.218811	0.37177
1498.075711	0.46227
1997.796711	0.55455
2497.652711	0.6419
2997.645711	0.72515
3997.630711	0.87854
4997.208711	1.02521
5996.921711	1.16621
7995.533711	1.41844
9994.823711	1.64959
11995.067711	1.85853
13995.577711	2.04722
15993.917711	2.21869
17992.937711	2.37452
19490.067711	2.48294

