p(mbar)	loading(mmol/g)
0	0
46.874302	2.82906
97.824632	3.43767
146.872842	3.77422
247.686542	4.18734
497.275242	4.69013
747.135642	4.95705
997.131942	5.1342
1496.716642	5.36864
1996.845642	5.52559
2496.565642	5.6426
2996.286642	5.73512
3996.271642	5.87341
4995.849642	5.97645
5995.155642	6.05693
7994.038642	6.17238
9991.698642	6.25616
11986.776642	6.31743
13989.056642	6.36426
15987.126642	6.40129
17983.426642	6.43168
19457.316642	6.45794

