p(mbar)	loading(mmol/g)
0	0
49.184047	0.0237
99.183307	0.03247
148.367317	0.03921
249.045217	0.05161
498.633917	0.07979
748.358417	0.10728
998.490617	0.13377
1498.483317	0.18447
1998.340317	0.23614
2497.789317	0.29042
2998.053317	0.35019
3997.494317	0.44642
4997.072317	0.54728
5996.921317	0.65048
7995.125317	0.82414
9992.786317	0.99568
11993.165317	1.15223
13995.715317	1.29583
15988.755317	1.44883
17987.095317	1.58029
19482.315317	1.68411

