p(mbar)	loading(mmol/g)
0	0
256.110367	0.09431
506.106567	0.17338
756.102867	0.2496
1005.963267	0.32269
1505.820167	0.46018
2006.084167	0.58833
2506.077167	0.70791
3006.069167	0.82222
4005.647167	1.02789
5005.224167	1.20456
6005.073167	1.36555
8004.228167	1.63715
10003.928167	1.86189
11988.952167	2.05109
13979.822167	2.21482
16002.482167	2.36295
17994.572167	2.48854
19487.072167	2.57273

